,Rk,Tm,Year,Date,Time,LTime,Unnamed: 6,Opp,Week,G#,Day,Result,OT,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds.1,Rate
4,205,CLE,2015,2015-09-27,1:02,1:02,,OAK,3,3,Sun,L 20-27,,28,49,57.1,316,2,1,5,25,81.7
5,206,DET,2019,2019-10-27,1:00,1:00,,NYG,8,7,Sun,W 31-26,,25,32,78.1,316,3,1,4,26,126.0
6,207,LAC,2019,2019-10-13,8:20,5:20,,PIT,6,6,Sun,L 17-24,,26,44,59.1,316,2,2,1,4,77.5
7,208,LAC,2017,2017-12-10,4:05,1:05,,WAS,14,13,Sun,W 30-13,,19,34,55.9,314,2,1,2,8,94.5
8,209,CAR,2019,2019-09-12,8:20,8:20,,TAM,2,2,Thu,L 14-20,,25,51,49.0,313,0,0,3,20,68.5
9,210,NOR,2018,2018-12-23,4:25,3:25,,PIT,16,15,Sun,W 31-28,,27,40,67.5,313,1,1,2,13,88.9
10,211,NWE,2019,2019-09-22,1:00,1:00,,NYJ,3,3,Sun,W 30-14,,30,45,66.7,313,2,1,1,7,92.2
11,212,NWE,2019,2019-10-10,8:20,8:20,,NYG,6,6,Thu,W 35-14,,31,41,75.6,313,0,1,3,21,86.7
12,213,NYJ,2019,2019-11-24,1:00,1:00,,OAK,12,11,Sun,W 34-3,,20,29,69.0,313,2,0,1,2,127.5
13,214,PHI,2019,2019-09-08,1:00,1:00,,WAS,1,1,Sun,W 32-27,,28,39,71.8,313,3,0,1,0,121.0
14,215,PHI,2019,2019-12-22,4:25,4:25,,DAL,16,15,Sun,W 17-9,,31,40,77.5,313,1,0,1,6,107.6
15,216,SEA,2016,2016-12-24,4:25,1:25,,ARI,16,15,Sat,L 31-34,,29,45,64.4,313,4,0,6,37,114.4
16,217,WAS,2017,2017-11-12,1:00,1:00,,MIN,10,9,Sun,L 30-38,,26,45,57.8,313,1,1,1,14,77.4
17,218,CAR,2015,2015-09-27,1:03,1:03,,NOR,3,3,Sun,W 27-22,,20,31,64.5,312,2,0,1,3,119.3
18,219,ATL,2017,2017-12-31,4:25,1:00,,CAR,17,16,Sun,W 22-10,,28,45,62.2,311,1,0,1,6,90.1
19,220,ARI,2016,2016-09-18,1:05,1:05,,TAM,2,2,Sun,W 40-7,,18,34,52.9,311,3,0,1,4,113.7
21,221,ARI,2016,2016-10-23,8:30,5:30,,SEA,7,7,Sun,T 6-6,OT,29,49,59.2,311,0,0,4,31,77.8
22,222,JAX,2015,2015-10-18,1:02,1:02,,HOU,6,6,Sun,L 20-31,,30,53,56.6,311,3,3,3,20,69.0
23,223,MIA,2016,2016-09-25,1:02,1:02,,CLE,3,3,Sun,W 30-24,OT,25,39,64.1,311,3,2,1,8,93.0
24,224,NWE,2018,2018-12-02,4:25,4:25,,MIN,13,12,Sun,W 24-10,,24,32,75.0,311,1,1,0,0,102.5
25,225,LAR,2019,2019-12-29,4:25,1:25,,ARI,17,16,Sun,W 31-24,,29,45,64.4,311,3,0,1,8,106.8
26,226,ATL,2019,2019-09-15,8:20,8:20,,PHI,2,2,Sun,W 24-20,,27,43,62.8,310,3,3,1,10,78.6
27,227,CIN,2015,2015-10-11,1:03,1:03,,SEA,5,5,Sun,W 27-24,OT,30,44,68.2,310,2,1,4,21,93.9
28,228,KAN,2018,2018-12-30,4:25,12:00,,OAK,17,16,Sun,W 35-3,,16,27,59.3,310,2,1,0,0,108.6
29,229,NWE,2018,2018-11-04,8:20,8:20,,GNB,9,9,Sun,W 31-17,,23,36,63.9,310,1,0,2,21,100.5
30,230,OAK,2016,2016-11-27,4:25,1:25,,CAR,12,11,Sun,W 35-32,,26,39,66.7,310,2,1,1,5,97.2
31,231,LAR,2017,2017-09-10,4:05,1:05,,IND,1,1,Sun,W 46-9,,22,30,73.3,310,1,0,1,8,117.4
32,232,LAC,2019,2019-09-08,4:05,1:05,,IND,1,1,Sun,W 30-24,OT,25,34,73.5,310,3,1,4,23,118.5
33,233,IND,2015,2015-11-29,1:02,1:02,,TAM,12,11,Sun,W 25-12,,26,42,61.9,309,2,0,3,6,100.2
34,234,IND,2019,2019-12-01,1:00,1:00,,TEN,13,12,Sun,L 17-31,,25,40,62.5,309,1,2,3,10,73.9
35,235,ARI,2016,2016-12-18,4:05,2:05,,NOR,15,14,Sun,L 41-48,,28,40,70.0,309,2,0,1,9,109.3
36,236,MIA,2017,2017-11-05,8:30,8:30,,OAK,9,8,Sun,L 24-27,,34,42,81.0,309,3,0,1,2,121.1
37,237,SDG,2016,2016-11-13,4:05,1:05,,MIA,10,10,Sun,L 24-31,,23,44,52.3,309,3,4,3,17,59.8
38,238,GNB,2016,2016-12-24,1:00,12:00,,MIN,16,15,Sat,W 38-25,,28,39,71.8,308,4,0,4,39,129.0
39,239,HOU,2016,2016-12-18,1:00,12:00,,JAX,15,14,Sun,W 21-20,,29,47,61.7,308,0,2,0,0,63.1
40,240,BAL,2015,2015-11-15,1:05,1:05,,JAX,10,9,Sun,L 20-22,,34,45,75.6,308,3,2,1,8,97.3
42,241,SDG,2016,2016-10-02,4:25,1:25,,NOR,4,4,Sun,L 34-35,,28,43,65.1,308,2,1,3,13,92.0
43,242,SFO,2017,2017-09-21,8:25,5:25,,LAR,3,3,Thu,L 39-41,,23,37,62.2,308,2,1,4,24,95.3
44,243,WAS,2015,2015-12-20,1:03,1:03,,BUF,15,14,Sun,W 35-25,,22,28,78.6,308,4,0,1,11,152.1
45,244,BUF,2016,2016-09-15,8:26,8:26,,NYJ,2,2,Thu,L 31-37,,19,31,61.3,307,3,1,0,0,113.2
46,245,ARI,2015,2015-09-13,4:05,1:05,,NOR,1,1,Sun,W 31-19,,19,32,59.4,307,3,0,0,0,122.8
47,246,ARI,2015,2015-09-27,4:05,1:05,,SFO,3,3,Sun,W 47-7,,20,32,62.5,307,2,1,1,4,102.0
48,247,KAN,2018,2018-09-23,1:00,12:00,,SFO,3,3,Sun,W 38-27,,24,38,63.2,307,3,0,2,7,114.7
49,248,NOR,2019,2019-12-16,8:15,7:15,,IND,15,14,Mon,W 34-7,,29,30,96.7,307,4,0,0,0,148.9
50,249,LAR,2018,2018-11-11,4:25,1:25,,SEA,10,10,Sun,W 36-31,,28,39,71.8,307,2,0,2,11,111.8
51,250,TEN,2019,2019-10-20,4:05,3:05,,LAC,7,7,Sun,W 23-20,,24,30,80.0,306,2,1,2,17,117.5
52,251,PHI,2018,2018-12-03,8:15,8:15,,WAS,13,12,Mon,W 28-13,,27,39,69.2,306,2,1,0,0,98.9
53,252,WAS,2016,2016-12-19,8:30,8:30,,CAR,15,14,Mon,L 15-26,,32,47,68.1,306,0,1,1,9,77.1
54,253,IND,2018,2018-09-09,1:00,1:00,,CIN,1,1,Sun,L 23-34,,39,53,73.6,305,2,1,2,14,92.1
55,254,DET,2017,2017-12-31,1:00,1:00,,GNB,17,16,Sun,W 35-11,,20,29,69.0,305,3,0,2,18,137.9
56,255,TEN,2017,2017-10-16,8:30,7:30,,IND,6,6,Mon,W 36-22,,23,32,71.9,305,1,1,1,1,99.1
57,256,SFO,2018,2018-12-09,4:05,1:05,,DEN,14,13,Sun,W 20-14,,20,33,60.6,305,2,1,3,27,98.7
58,257,WAS,2015,2015-10-25,1:04,1:04,,TAM,7,7,Sun,W 31-30,,33,40,82.5,305,3,0,1,12,123.4
59,258,CLE,2018,2018-10-07,1:00,1:00,,BAL,5,5,Sun,W 12-9,OT,25,43,58.1,304,1,1,5,38,78.1
60,259,MIA,2017,2017-10-22,1:00,1:00,,NYJ,7,6,Sun,W 31-28,,25,37,67.6,304,4,2,3,22,106.1
61,260,NOR,2015,2015-10-15,8:26,7:26,,ATL,6,6,Thu,W 31-21,,30,39,76.9,304,1,0,1,8,107.2
63,261,NWE,2016,2016-11-13,8:30,8:30,,SEA,10,9,Sun,L 24-31,,23,32,71.9,304,0,1,2,12,88.5
64,262,TAM,2018,2018-11-25,1:00,1:00,,SFO,12,11,Sun,W 27-9,,29,38,76.3,304,2,0,1,8,116.6
65,263,DEN,2019,2019-09-29,4:25,2:25,,JAX,4,4,Sun,L 24-26,,22,38,57.9,303,3,1,0,0,98.9
66,264,GNB,2016,2016-10-20,8:26,7:26,,CHI,7,6,Thu,W 26-10,,39,56,69.6,303,3,0,2,23,100.5
67,265,ATL,2016,2016-12-18,4:05,4:05,,SFO,15,14,Sun,W 41-13,,18,24,75.0,302,2,0,1,0,144.4
68,266,ATL,2019,2019-12-08,1:00,1:00,,CAR,14,13,Sun,W 40-20,,20,34,58.8,302,2,0,1,11,107.7
69,267,ARI,2016,2016-10-02,4:25,1:25,,LAR,4,4,Sun,L 13-17,,27,47,57.4,302,1,3,3,23,57.2
70,268,NWE,2016,2016-09-18,1:02,1:02,,MIA,2,2,Sun,W 31-24,,24,35,68.6,302,3,0,2,22,123.7
71,269,SDG,2015,2015-12-20,4:25,1:25,,MIA,15,14,Sun,W 30-14,,26,36,72.2,302,3,2,1,9,101.9
72,270,WAS,2015,2015-11-29,1:03,1:03,,NYG,12,11,Sun,W 20-14,,20,29,69.0,302,1,0,0,0,114.4
73,271,IND,2015,2015-10-25,1:03,1:03,,NOR,7,7,Sun,L 21-27,,23,44,52.3,301,3,2,4,32,77.9
74,272,ARI,2015,2015-11-22,8:30,6:30,,CIN,11,10,Sun,W 34-31,,20,31,64.5,301,4,2,2,16,109.0
75,273,GNB,2018,2018-09-09,8:20,7:20,,CHI,1,1,Sun,W 24-23,,24,37,64.9,301,3,1,4,40,105.8
76,274,KAN,2017,2017-12-24,1:00,12:00,,MIA,16,15,Sun,W 29-13,,25,39,64.1,301,1,0,1,3,96.2
77,275,PHI,2016,2016-09-25,4:25,4:25,,PIT,3,3,Sun,W 34-3,,23,31,74.2,301,2,0,0,0,125.9
78,276,PIT,2017,2017-10-08,1:00,1:00,,JAX,5,5,Sun,L 9-30,,33,55,60.0,301,0,5,2,11,37.0
79,277,SFO,2015,2015-11-29,4:05,1:05,,ARI,12,11,Sun,L 13-19,,25,36,69.4,301,1,1,2,17,92.5
80,278,WAS,2015,2015-11-15,1:05,1:05,,NOR,10,9,Sun,W 47-14,,20,25,80.0,301,4,0,3,23,156.4
81,279,IND,2019,2019-09-22,1:00,1:00,,ATL,3,3,Sun,W 27-24,,28,37,75.7,300,2,0,1,10,116.9
82,280,DET,2018,2018-09-10,7:10,7:10,,NYJ,1,1,Mon,L 17-48,,29,52,55.8,300,1,5,0,0,39.4
84,281,JAX,2016,2016-09-11,1:04,1:04,,GNB,1,1,Sun,L 23-27,,24,39,61.5,300,1,1,3,20,83.3
85,282,NOR,2019,2019-11-24,1:00,12:00,,CAR,12,11,Sun,W 34-31,,30,39,76.9,300,3,1,2,11,113.2
86,283,PHI,2019,2019-12-09,8:15,8:15,,NYG,14,13,Mon,W 23-17,OT,33,50,66.0,300,2,0,3,25,95.4
87,284,OAK,2016,2016-10-09,4:25,1:25,,SDG,5,5,Sun,W 34-31,,25,40,62.5,300,2,1,3,17,91.7
88,285,OAK,2018,2018-09-10,10:20,7:20,,LAR,1,1,Mon,L 13-33,,29,40,72.5,300,0,3,1,3,62.5
89,286,SFO,2018,2018-10-07,4:25,1:25,,ARI,5,5,Sun,L 18-28,,34,54,63.0,300,2,2,4,49,74.6
90,287,DAL,2016,2016-11-20,1:00,12:00,,BAL,11,10,Sun,W 27-17,,27,36,75.0,299,3,0,1,2,127.0
91,288,NWE,2015,2015-11-08,1:02,1:02,,WAS,9,8,Sun,W 27-10,,26,39,66.7,299,2,1,0,0,96.0
92,289,OAK,2016,2016-09-18,4:25,1:25,,ATL,2,2,Sun,L 28-35,,34,45,75.6,299,3,0,1,0,115.0
93,290,OAK,2018,2018-12-09,4:25,1:25,,PIT,14,13,Sun,W 24-21,,25,34,73.5,299,2,0,4,23,119.6
94,291,WAS,2017,2017-12-24,1:00,1:00,,DEN,16,15,Sun,W 27-11,,19,37,51.4,299,3,1,0,0,94.3
95,292,IND,2016,2016-10-09,1:02,1:02,,CHI,5,5,Sun,W 29-23,,28,39,71.8,298,2,0,5,24,110.8
96,293,HOU,2015,2015-09-13,1:02,12:02,,KAN,1,1,Sun,L 20-27,,26,47,55.3,298,2,1,5,36,79.9
97,294,KAN,2018,2018-10-07,1:00,12:00,,JAX,5,5,Sun,W 30-14,,22,38,57.9,298,0,2,1,15,61.1
98,295,NYG,2018,2018-12-30,1:00,1:00,,DAL,17,16,Sun,L 35-36,,24,41,58.5,298,2,1,1,3,87.2
99,296,TAM,2019,2019-11-17,1:00,1:00,,NOR,11,10,Sun,L 17-34,,30,51,58.8,298,2,4,2,15,55.8
100,297,CAR,2015,2015-11-08,1:04,1:04,,GNB,9,8,Sun,W 37-29,,15,30,50.0,297,3,1,0,0,104.4
101,298,CHI,2016,2016-10-16,1:02,12:02,,JAX,6,6,Sun,L 16-17,,30,49,61.2,297,0,0,1,5,78.4
102,299,DEN,2018,2018-10-14,4:05,2:05,,LAR,6,6,Sun,L 20-23,,25,41,61.0,297,2,1,2,25,89.2
103,300,DET,2018,2018-10-28,1:00,1:00,,SEA,8,7,Sun,L 14-28,,27,40,67.5,297,2,1,3,13,95.5
0,301,HOU,2019,2019-11-21,8:20,7:20,,IND,12,11,Thu,W 20-17,,19,30,63.3,297,2,1,1,1,104.4
1,302,PHI,2017,2017-10-08,1:00,1:00,,ARI,5,5,Sun,W 34-7,,21,30,70.0,297,4,1,1,7,127.4
2,303,LAC,2018,2018-10-21,9:30,2:30,,TEN,7,7,Sun,W 20-19,,19,26,73.1,297,2,0,2,9,136.2
3,304,ATL,2015,2015-12-27,1:02,1:02,,CAR,16,15,Sun,W 20-13,,23,30,76.7,296,1,0,2,10,118.2
4,305,ARI,2015,2015-12-10,8:25,6:25,,MIN,14,13,Thu,W 23-20,,25,35,71.4,296,2,0,2,14,115.9
5,306,CAR,2018,2018-12-23,1:00,1:00,,ATL,16,15,Sun,L 10-24,,37,57,64.9,295,1,3,2,17,61.7
6,307,IND,2018,2018-11-18,1:00,1:00,,TEN,11,10,Sun,W 38-10,,24,32,75.0,295,3,0,0,0,134.2
7,308,OAK,2016,2016-11-21,8:30,7:30,,HOU,11,10,Mon,W 27-20,,21,31,67.7,295,3,1,0,0,117.0
8,309,CHI,2016,2016-10-02,1:00,12:00,,DET,4,4,Sun,W 17-14,,28,36,77.8,294,2,0,2,8,119.2
9,310,DAL,2019,2019-12-29,4:25,3:25,,WAS,17,16,Sun,W 47-16,,23,33,69.7,294,4,0,3,9,136.9
10,311,GNB,2016,2016-10-16,4:25,3:25,,DAL,6,5,Sun,L 16-30,,31,42,73.8,294,1,1,1,0,90.8
11,312,NOR,2016,2016-12-24,4:25,3:25,,TAM,16,15,Sat,W 31-24,,23,34,67.6,294,1,0,2,5,104.3
12,313,NYG,2015,2016-01-03,1:03,1:03,,PHI,17,16,Sun,L 30-35,,24,43,55.8,294,2,0,2,8,92.6
13,314,SEA,2016,2016-12-04,8:30,5:30,,CAR,13,12,Sun,W 40-7,,28,39,71.8,294,1,1,3,21,91.2
14,315,DEN,2015,2016-01-03,4:25,2:25,,SDG,17,16,Sun,W 27-20,,19,31,61.3,293,1,2,2,8,76.4
15,316,NOR,2016,2016-11-13,1:00,12:00,,DEN,10,9,Sun,L 23-25,,21,29,72.4,293,3,2,1,10,110.3
16,317,NWE,2017,2017-10-01,1:00,1:00,,CAR,4,4,Sun,L 30-33,,32,45,71.1,293,2,0,3,14,103.3
17,318,LAR,2019,2019-12-08,8:20,5:20,,SEA,14,13,Sun,W 28-12,,22,32,68.8,293,2,2,0,0,92.3
18,319,BAL,2015,2015-11-01,1:02,1:02,,SDG,8,8,Sun,W 29-26,,25,37,67.6,293,1,0,3,26,100.4
19,320,LAC,2019,2019-09-22,4:25,1:25,,HOU,3,3,Sun,L 20-27,,31,46,67.4,293,2,0,5,25,99.3
21,321,TEN,2016,2016-11-13,1:00,12:00,,GNB,10,10,Sun,W 47-25,,20,27,74.1,292,5,0,1,13,148.5
22,322,BAL,2015,2015-11-22,1:02,1:02,,STL,11,10,Sun,W 16-13,,27,44,61.4,292,1,2,1,7,69.5
23,323,CIN,2019,2019-09-15,1:00,1:00,,SFO,2,2,Sun,L 17-41,,26,42,61.9,291,2,1,4,20,88.5
24,324,KAN,2018,2018-10-28,1:00,12:00,,DEN,8,8,Sun,W 30-23,,24,34,70.6,291,4,1,2,12,123.5
25,325,NYG,2015,2015-09-20,1:02,1:02,,ATL,2,2,Sun,L 20-24,,27,40,67.5,291,2,0,2,1,105.3
26,326,SEA,2016,2016-09-25,4:05,1:05,,SFO,3,3,Sun,W 37-18,,22,32,68.8,291,2,1,2,17,105.1
27,327,ATL,2015,2015-09-14,7:10,7:10,,PHI,1,1,Mon,W 26-24,,23,34,67.6,290,2,2,1,8,89.1
28,328,ATL,2016,2016-12-04,1:00,1:00,,KAN,13,12,Sun,L 28-29,,22,34,64.7,290,1,1,2,7,89.1
29,329,CHI,2015,2015-12-13,1:02,12:02,,WAS,14,13,Sun,L 21-24,,19,31,61.3,290,2,0,3,25,113.6
30,330,IND,2016,2017-01-01,1:00,1:00,,JAX,17,16,Sun,W 24-20,,24,41,58.5,290,2,1,4,31,86.4
31,331,WAS,2015,2015-10-04,1:03,1:03,,PHI,4,4,Sun,W 23-20,,31,46,67.4,290,1,0,1,0,91.8
32,332,IND,2015,2015-10-18,8:30,8:30,,NWE,6,6,Sun,L 27-34,,30,50,60.0,289,3,0,3,23,96.2
33,333,GNB,2016,2016-11-06,4:25,3:25,,IND,9,8,Sun,L 26-31,,26,43,60.5,289,3,1,3,8,94.0
34,334,MIA,2015,2015-09-27,4:25,4:25,,BUF,3,3,Sun,L 14-41,,26,49,53.1,289,2,3,2,8,59.0
35,335,SEA,2017,2017-11-05,4:05,1:05,,WAS,9,8,Sun,L 14-17,,24,45,53.3,289,2,2,2,8,69.6
36,336,TAM,2017,2017-12-18,8:30,8:30,,ATL,15,14,Mon,L 21-24,,27,35,77.1,289,3,0,2,10,129.3
37,337,CAR,2019,2019-12-29,1:00,1:00,,NOR,17,16,Sun,L 10-42,,26,49,53.1,288,0,2,2,11,53.8
38,338,CIN,2016,2016-10-23,1:02,1:02,,CLE,7,7,Sun,W 31-17,,19,28,67.9,288,2,0,3,20,125.3
39,339,IND,2017,2017-10-08,1:00,1:00,,SFO,5,5,Sun,W 26-23,OT,22,34,64.7,288,0,1,4,26,79.0
40,340,DEN,2018,2018-12-30,4:25,2:25,,LAC,17,16,Sun,L 9-23,,31,48,64.6,288,1,1,1,4,79.2
42,341,KAN,2019,2019-10-06,8:20,7:20,,IND,5,5,Sun,L 13-19,,22,39,56.4,288,1,0,4,33,88.4
43,342,PHI,2016,2016-12-11,1:00,1:00,,WAS,14,13,Sun,L 22-27,,32,46,69.6,288,1,1,4,26,84.3
44,343,SFO,2017,2017-11-12,4:25,1:25,,NYG,10,10,Sun,W 31-21,,19,25,76.0,288,2,1,0,0,123.4
45,344,BUF,2018,2018-10-29,8:15,8:15,,NWE,8,8,Mon,L 6-25,,24,41,58.5,287,0,1,3,26,69.9
46,345,PIT,2016,2016-10-02,8:30,8:30,,KAN,4,4,Sun,W 43-14,,22,27,81.5,287,5,0,2,13,150.5
47,346,OAK,2015,2015-11-15,4:05,1:05,,MIN,10,9,Sun,L 14-30,,29,43,67.4,287,2,2,2,15,82.2
48,347,SEA,2016,2016-11-20,4:25,1:25,,PHI,11,10,Sun,W 26-15,,19,32,59.4,287,2,0,1,0,109.8
49,348,WAS,2018,2018-11-04,1:00,1:00,,ATL,9,8,Sun,L 14-38,,30,46,65.2,287,1,1,3,19,80.6
50,349,WAS,2019,2019-09-23,8:15,8:15,,CHI,3,3,Mon,L 15-31,,30,43,69.8,287,2,3,4,45,74.5
51,350,CLE,2018,2018-11-04,1:00,1:00,,KAN,9,9,Sun,L 21-37,,30,43,69.8,286,2,1,2,22,93.8
52,351,GNB,2017,2017-09-10,4:25,3:25,,SEA,1,1,Sun,W 17-9,,28,42,66.7,286,1,1,4,25,84.0
53,352,JAX,2019,2019-12-29,4:25,4:25,,IND,17,16,Sun,W 38-20,,27,39,69.2,286,3,1,3,9,105.3
54,353,NOR,2017,2017-10-29,1:00,12:00,,CHI,8,7,Sun,W 20-12,,23,28,82.1,286,0,0,2,13,109.2
55,354,CIN,2016,2016-09-29,8:26,8:26,,MIA,4,4,Thu,W 22-7,,22,31,71.0,285,1,0,1,11,110.3
56,355,CLE,2016,2016-11-27,1:00,1:00,,NYG,12,12,Sun,L 13-27,,25,44,56.8,285,1,0,7,37,84.0
57,356,IND,2018,2018-11-11,1:00,1:00,,JAX,10,9,Sun,W 29-26,,21,29,72.4,285,3,1,0,0,123.5
58,357,DET,2017,2017-09-10,1:00,1:00,,ARI,1,1,Sun,W 35-23,,29,41,70.7,285,4,1,1,7,112.3
59,358,JAX,2015,2015-12-20,1:02,1:02,,ATL,15,14,Sun,L 17-23,,23,38,60.5,285,1,1,2,12,81.6
60,359,NYJ,2015,2015-12-27,1:02,1:02,,NWE,16,15,Sun,W 26-20,OT,26,41,63.4,285,3,0,1,11,108.3
61,360,TAM,2015,2015-12-27,1:03,1:03,,CHI,16,15,Sun,L 21-26,,15,29,51.7,285,2,1,1,10,94.8
63,361,DET,2015,2015-12-27,1:03,1:03,,SFO,16,15,Sun,W 32-17,,29,37,78.4,284,2,0,2,17,116.7
64,362,MIN,2019,2019-11-17,1:00,3:00,,DEN,11,11,Sun,W 27-23,,29,35,82.9,284,3,0,5,35,129.0
65,363,PHI,2018,2018-10-21,1:00,1:00,,CAR,7,7,Sun,L 17-21,,30,37,81.1,284,2,0,4,26,116.7
66,364,PIT,2017,2017-11-16,8:25,8:25,,TEN,11,10,Thu,W 40-17,,30,45,66.7,284,4,0,3,15,113.6
67,365,ARI,2017,2017-09-25,8:30,6:30,,DAL,3,3,Mon,L 17-28,,29,48,60.4,283,2,0,6,42,90.9
68,366,PHI,2018,2018-10-07,4:25,4:25,,MIN,5,5,Sun,L 21-23,,24,35,68.6,283,2,0,3,28,112.0
69,367,LAC,2017,2017-11-19,4:05,1:05,,BUF,11,10,Sun,W 54-24,,25,37,67.6,283,2,0,1,1,108.3
70,368,LAC,2019,2019-11-03,4:25,1:25,,GNB,9,9,Sun,W 26-11,,21,28,75.0,283,0,0,2,11,106.7
71,369,LAC,2019,2019-12-15,4:05,1:05,,MIN,15,14,Sun,L 10-39,,28,39,71.8,283,1,3,3,24,68.6
72,370,SEA,2017,2017-10-01,8:30,5:30,,IND,4,4,Sun,W 46-18,,21,26,80.8,283,2,2,3,12,105.6
73,371,CAR,2015,2015-12-13,1:03,1:03,,ATL,14,13,Sun,W 38-0,,19,27,70.4,282,3,0,2,19,141.3
74,372,DEN,2019,2019-09-15,4:25,2:25,,CHI,2,2,Sun,L 14-16,,35,50,70.0,282,1,1,2,10,82.2
75,373,GNB,2018,2018-09-30,1:00,12:00,,BUF,4,4,Sun,W 22-0,,22,40,55.0,282,1,1,2,16,75.2
76,374,JAX,2019,2019-11-03,9:30,2:30,,HOU,9,9,Sun,L 3-26,,27,47,57.4,282,0,2,4,27,57.2
77,375,NYJ,2017,2017-11-26,1:00,1:00,,CAR,12,11,Sun,L 27-35,,19,36,52.8,282,3,0,3,25,106.5
78,376,OAK,2017,2017-12-03,4:25,1:25,,NYG,13,12,Sun,W 24-17,,22,36,61.1,282,1,0,1,5,94.9
79,377,BAL,2016,2016-10-02,1:02,1:02,,OAK,4,4,Sun,L 27-28,,32,52,61.5,282,1,0,2,16,82.4
80,378,ARI,2016,2016-12-04,4:25,2:25,,WAS,13,12,Sun,W 31-23,,30,46,65.2,281,3,0,2,19,103.6
81,379,NOR,2017,2017-12-17,1:00,12:00,,NYJ,15,14,Sun,W 31-19,,26,36,72.2,281,2,1,0,0,101.7
82,380,NWE,2015,2015-09-10,8:40,8:40,,PIT,1,1,Thu,W 28-21,,25,32,78.1,281,4,0,2,7,142.8
84,381,NYG,2015,2015-12-06,1:03,1:03,,NYJ,13,12,Sun,L 20-23,OT,18,34,52.9,281,1,1,3,16,78.2
85,382,PIT,2016,2016-10-23,4:25,4:25,,NWE,7,7,Sun,L 16-27,,29,47,61.7,281,1,1,0,0,76.6
86,383,LAR,2018,2018-10-28,4:25,1:25,,GNB,8,8,Sun,W 29-27,,20,36,55.6,281,3,0,5,26,108.7
87,384,WAS,2019,2019-12-22,1:00,1:00,,NYG,16,15,Sun,L 35-41,OT,29,38,76.3,281,3,0,3,21,122.8
88,385,ATL,2019,2019-11-24,1:00,1:00,,TAM,12,11,Sun,L 22-35,,28,55,50.9,280,1,1,6,46,64.2
89,386,GNB,2017,2017-09-24,4:25,3:25,,CIN,3,3,Sun,W 27-24,OT,28,42,66.7,280,3,1,6,33,99.3
90,387,HOU,2019,2019-12-08,1:00,12:00,,DEN,14,13,Sun,L 24-38,,28,50,56.0,280,1,2,3,12,62.1
91,388,MIA,2019,2019-11-17,1:00,1:00,,BUF,11,10,Sun,L 20-37,,32,45,71.1,280,0,0,7,43,87.3
92,389,MIN,2017,2017-11-19,1:00,3:00,,LAR,11,10,Sun,W 24-7,,27,38,71.1,280,1,0,0,0,100.8
93,390,TEN,2016,2016-10-27,8:26,7:26,,JAX,8,8,Thu,W 36-22,,19,23,82.6,280,2,0,0,0,146.4
94,391,LAR,2016,2016-11-06,4:05,1:05,,CAR,9,8,Sun,L 10-13,,27,46,58.7,280,1,1,4,16,74.5
95,392,TAM,2016,2016-11-13,1:00,1:00,,CHI,10,9,Sun,W 36-10,,23,33,69.7,280,2,1,4,32,103.1
96,393,CLE,2017,2017-10-08,1:00,1:00,,NYJ,5,5,Sun,L 14-17,,24,36,66.7,279,2,2,1,2,85.3
97,394,MIA,2015,2015-12-27,1:02,1:02,,IND,16,15,Sun,L 12-18,,26,38,68.4,279,0,1,6,50,78.7
98,395,NYG,2015,2015-09-24,8:26,8:26,,WAS,3,3,Thu,W 32-21,,23,32,71.9,279,2,0,0,0,119.1
99,396,PIT,2016,2016-12-25,4:30,4:30,,BAL,16,15,Sun,W 31-27,,24,33,72.7,279,3,2,0,0,103.0
100,397,OAK,2019,2019-11-03,4:05,1:05,,DET,9,8,Sun,W 31-24,,20,31,64.5,279,2,0,1,10,114.9
101,398,CAR,2016,2016-10-10,8:04,8:04,,TAM,5,5,Mon,L 14-17,,18,28,64.3,278,0,2,0,0,67.3
102,399,JAX,2019,2019-10-27,1:00,1:00,,NYJ,8,8,Sun,W 29-15,,22,34,64.7,278,3,0,2,1,119.5
103,400,MIN,2018,2018-09-23,1:00,3:00,,BUF,3,3,Sun,L 6-27,,40,55,72.7,278,1,1,4,18,82.2
0,401,PIT,2018,2018-12-30,4:25,1:00,,CIN,17,16,Sun,W 16-13,,31,45,68.9,278,1,1,1,9,83.4
1,402,ATL,2016,2016-10-30,4:25,4:25,,GNB,8,8,Sun,W 33-32,,28,35,80.0,277,3,0,2,11,128.2
2,403,DAL,2015,2015-11-08,8:31,7:31,,PHI,9,8,Sun,L 27-33,OT,25,38,65.8,277,3,1,4,22,102.6
3,404,DEN,2015,2015-12-28,8:30,6:30,,CIN,16,15,Mon,W 20-17,OT,27,39,69.2,277,1,0,3,22,97.9
4,405,GNB,2019,2019-10-14,8:15,7:15,,DET,6,6,Mon,W 23-22,,24,39,61.5,277,2,1,1,6,89.4
5,406,BAL,2016,2016-11-10,8:25,8:25,,CLE,10,9,Thu,W 28-7,,30,41,73.2,277,3,2,2,19,95.3
6,407,DEN,2015,2015-12-13,4:05,2:05,,OAK,14,13,Sun,L 12-15,,35,51,68.6,276,0,0,5,32,81.8
7,408,NYJ,2015,2015-09-27,1:03,1:03,,PHI,3,3,Sun,L 17-24,,35,58,60.3,276,2,3,1,7,62.1
